Nitrogen(pmm),Phosphorus(pmm),Potassium(mm),temperature(F),humidity,soil_ph,rainfall(mm),label
37,135,205,11.82768186,80.2827185,5.510924849,74.10225057,grapes
18,0.84,673,74.24658313,98.80959524,6.457705836,158.0529721,lettuce
117,86,48,28.6956201,82.54195839,6.225225239,116.1616839,banana
103,40,30,27.30901814,55.196224,6.348316257,141.4831644,coffee
28,69,16,29.77013109,66.29327012,6.547361618,35.69674138,lentil
19,0.88,685,45.30516914,98.06547715,6.842776422,157.7972304,lettuce
13,0.91,578,61.53786756,98.13633785,6.40826917,153.2519613,lettuce
33,14,8,21.03200078,92.9641969,7.684420446,110.6823944,orange
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,greengram
25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,chickpea
117,27,48,26.53259325,82.39053979,6.835268184,54.30660782,watermelon
153,47,147,22.65983369,85.45587505,6.161344014,472.2146591,onions
99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,maize
26,18,42,19.72620525,89.64934166,6.910374919,108.2287276,pomegranate
95,88,52,28.00316034,78.90085998,6.235461772,94.68180316,banana
30,143,199,23.76881552,90.59810302,5.7983508,102.2648546,apple
9,77,17,21.65845777,63.58337146,6.280725549,38.07659414,lentil
69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,maize
193,44,139,22.09024618,89.13024967,6.383273329,445.3753788,onions
27,73,79,19.16288268,15.83500655,7.354973451,82.69766829,chickpea
24,131,196,22.03296178,83.74372787,5.732453638,65.34440794,grapes
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,maize
105,30,50,25.29954705,81.77527562,6.37620108,57.04147057,watermelon
37,62,22,24.02037872,61.62313345,7.397546271,49.78102578,lentil
34,133,202,15.31413469,80.09711412,5.804799142,74.82144653,grapes
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,mango
125,60,17,24.14386157,84.51591287,6.785723961,80.36146974,cotton
23,24,32,28.1218093,46.16888595,5.630619901,93.30247448,mango
33,12,8,25.26052689,90.31153735,6.822282114,117.3695296,orange
94,4,232,16.25094581,82.04762659,6.669855239,797.0615946,Carrots
27,61,15,25.2653291,67.10004577,6.958054839,48.33941188,lentil
16,6,29,29.28725038,91.95614918,5.868285082,132.1491176,coconut
6,8,11,24.35590861,92.39651663,6.600948788,119.6946577,orange
32,11,31,29.51611558,92.56492864,6.461225827,131.2116167,coconut
4,67,25,23.78709569,24.35679348,5.948164454,119.6404412,kidneybeans
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,greengram
11,0.81,768,57.71632755,98.60296476,6.102425181,168.1771658,lettuce
63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,maize
34,65,47,23.48546973,93.71043692,6.833768535,191.7760562,papaya
85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,watermelon
30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,mango
8,23,38,19.30106297,87.1775172,7.005410734,105.4766591,pomegranate
18,125,203,22.44307715,91.59234006,6.160267496,102.5565807,apple
31,5,14,17.66545409,91.69865887,6.583411671,110.6857506,orange
166,113,190,24.22186083,62.01076501,6.890298205,68.90573683,tomato
63,58,22,18.25405352,55.28220433,6.204747653,63.72358154,maize
5,15,38,18.26233221,88.16779129,5.709380472,108.0756727,pomegranate
2,40,27,29.73770045,47.54885174,5.954626604,90.09586854,mango
179,41,162,26.23845403,85.23597809,6.15480284,545.7236235,onions
13,73,20,30.50420876,35.48885969,5.391560418,162.5927723,pigeonpeas
105,18,35,23.52648086,68.44030686,6.743417121,171.8839938,coffee
50,46,52,31.18298415,90.21646909,6.734005648,54.01872359,papaya
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,greengram
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice
76,47,42,20.08369642,83.29114712,5.739175027,263.6372176,rice
13,72,21,24.32116642,21.0278674,5.821194486,60.27552528,kidneybeans
108,72,46,25.16278237,84.97849241,6.110844721,90.94554618,banana
156,49,158,27.21653473,76.18912011,6.295470945,435.5710869,onions
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice
173,56,152,69.49510552,52.93346568,6.531348757,63.56742144,coffee
35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,pigeonpeas
9,56,17,26.13708256,66.7729209,6.261937875,46.48280681,lentil
60,46,53,24.48620746,92.98254537,6.761953186,183.49095,papaya
82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,watermelon
108,8,288,17.60282777,82.48323877,5.667582901,889.4302742,Carrots
35,131,203,22.42776057,93.91722423,5.893490899,102.7230739,apple
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice
15,125,199,18.4269936,80.55625868,5.569230319,69.75734306,grapes
15,77,20,25.13163619,66.92642362,7.399749291,49.04015558,lentil
226,50,72,18.59592471,80.75123798,6.186128711,398.3380016,Cabbage
84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,maize
17,74,17,26.03026959,69.55863145,7.393210848,37.11395801,lentil
14,140,197,23.35225078,90.90054697,6.071255131,113.0381382,apple
85,35,32,26.24928198,54.28617819,6.854011265,133.1120232,coffee
29,128,198,22.44075021,92.70785115,5.685062404,121.4977331,apple
31,75,18,15.46789263,21.43780702,5.824208309,88.88796102,kidneybeans
120,20,45,25.66576039,88.6984228,6.114128685,54.22722466,watermelon
99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,maize
99,19,33,27.5364547,55.51673151,6.273741983,130.6377143,coffee
97,29,27,27.74576987,54.36976075,7.205078785,139.8619431,coffee
11,27,30,27.69637763,48.5622488,6.39474303,89.85646496,mango
169,42,153,24.57791108,85.61859299,6.166089818,584.7827968,onions
229,78,144,16.92168423,64.75386469,6.562610846,72.74494459,tomato
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,greengram
199,65,137,15.38869388,75.52894782,7.470722886,62.03477432,tomato
79,45,20,23.80546189,59.24537979,5.715208817,89.9622014,maize
239,43,80,22.84911341,89.63066556,6.415127647,397.1900056,Cabbage
22,37,20,27.62749466,86.49366929,6.605733068,39.26137642,greengram
233,94,130,14.69803183,50.63364911,6.619477111,65.8524755,tomato
32,138,197,9.535585543,80.73112694,5.908724337,69.44115171,grapes
1,15,9,29.98364695,94.55239717,7.53350946,115.3560318,orange
28,145,202,19.2077707,82.9042841,6.484323189,66.83113717,grapes
32,79,22,27.60195453,63.46170674,5.91645379,54.37814199,lentil
80,77,49,26.05433004,79.39654531,5.519088423,113.2297373,banana
9,77,17,20.12373284,24.45202552,5.783425416,106.158201,kidneybeans
174,55,148,25.62561924,76.78134468,6.563581462,446.6493503,onions
98,9,213,24.94330915,89.24694864,5.68978137,796.3110298,Carrots
217,111,132,72.80593489,78.4470211,7.289785514,52.28298714,coffee
10,18,35,27.79797651,99.64573002,6.381975465,181.6942283,coconut
10,75,17,18.43966037,68.05394959,7.732194788,39.00992137,lentil
207,76,90,19.19611051,69.23306662,6.660774191,387.0003986,Cabbage
118,45,23,23.37044424,77.43198948,7.977651226,71.67870701,cotton
3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,coconut
7,79,23,19.6365349,19.68751084,5.821649914,96.65888933,kidneybeans
40,58,15,29.46416042,87.60890009,6.978400282,43.15411472,greengram
107,42,24,22.04612876,84.62978302,6.144631795,86.00758678,cotton
8,7,10,28.2620488,91.98317355,6.929216014,105.2132259,orange
32,71,85,20.62767492,14.44008871,6.403982316,92.06630306,chickpea
186,54,142,24.83329132,78.61758961,6.136237837,539.5662813,onions
69,67,52,27.71948962,94.43877142,6.827305908,82.83061083,papaya
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,mango
83,57,19,25.73044432,70.74739256,6.877869005,98.73771338,maize
34,29,8,31.87859192,91.15248149,6.450640306,105.3437825,orange
118,31,34,27.54823036,62.88179198,6.123796057,181.4170812,coffee
6,72,15,22.99451999,66.70897237,7.670178119,54.49044154,lentil
160,47,138,26.8126149,78.30281697,6.220572163,491.4972881,onions
3,67,24,17.00067625,19.90790546,5.520880014,103.2926407,kidneybeans
90,7,217,21.52950001,85.21818935,5.627987846,846.8616371,Carrots
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice
119,44,15,22.14593688,82.8597549,7.091992365,60.65381719,cotton
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,chickpea
32,56,18,20.0467711,65.84395319,7.135251532,46.05333124,lentil
74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,maize
67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,maize
23,21,26,26.45488737,93.45042636,5.901495544,149.2220255,coconut
109,2,249,18.55964964,85.74351937,6.042310367,781.4801207,Carrots
134,56,18,23.80834611,83.91902605,6.691268104,70.97358303,cotton
104,8,276,14.61173336,80.70750746,6.660638101,653.8638228,Carrots
0,19,31,25.51791333,94.38420565,6.271952833,178.7297725,coconut
41,69,82,20.02381489,16.63294455,6.715587232,68.97806542,chickpea
59,47,53,32.86316618,91.4618874,6.850663232,47.271547,papaya
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,greengram
120,19,49,25.79448878,84.26830701,6.762471629,56.45229202,watermelon
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice
26,11,11,13.70319166,90.95589386,7.609348255,106.2944879,orange
83,41,43,21.0525355,82.67839517,6.254028451,233.1075816,rice
31,137,196,22.14464104,93.82567435,6.400321212,120.6310784,apple
103,16,49,24.06731461,81.64075303,6.915717008,51.75212401,watermelon
110,71,54,28.67208915,82.20793613,5.725418961,94.37987496,banana
100,80,52,27.53911354,77.25629897,6.049801781,110.3262123,banana
16,65,19,27.61204997,69.29786244,7.043160241,42.72374404,lentil
78,58,44,26.80079604,80.88684822,5.108681786,284.4364567,rice
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice
24,55,78,17.30287885,15.15405941,6.64919573,75.57790384,chickpea
85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,watermelon
39,139,201,41.18664903,81.01783402,5.539980812,68.68895899,grapes
20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,pigeonpeas
33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,greengram
9,139,199,23.25230817,94.54128292,5.867420996,105.3558408,apple
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,greengram
7,77,18,20.5591255,60.54880693,6.655918078,191.0895109,pigeonpeas
26,67,24,36.97794384,37.73992903,5.642813116,161.4812963,pigeonpeas
11,0.75,828,52.39874884,98.68904288,6.048321578,159.1509188,lettuce
4,20,41,24.26601316,93.7974061,6.537042717,104.5375109,pomegranate
20,23,11,31.8520694,90.12220323,6.407715561,109.9455062,orange
82,77,46,28.9470467,82.1888998,5.901100841,95.83016448,banana
205,104,163,14.34467438,70.58411463,6.955882272,72.72472893,tomato
19,0.62,769,69.00276198,98.80245193,6.507477103,153.657058,lettuce
212,59,87,18.35842486,71.8435449,6.781499112,373.3554725,Cabbage
22,18,31,30.7645515,47.93791463,5.956027059,90.38503469,mango
60,61,78,20.71219282,19.83643308,6.317153205,94.03659867,chickpea
83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,watermelon
129,110,194,21.36577871,67.06296004,6.913289908,73.09028273,tomato
99,5,276,16.94053062,80.78971648,6.837320384,645.2386624,Carrots
27,71,24,31.46417866,48.17631461,7.064973419,165.405354,pigeonpeas
34,6,27,25.84726298,90.92669463,5.860740481,147.8888994,coconut
161,41,156,25.73114363,84.40918325,6.077825015,456.7396769,onions
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,mango
96,2,239,20.19380827,87.36159447,6.695966125,850.673454,Carrots
70,65,52,30.42012134,93.12659793,6.583528529,75.95295,papaya
228,59,174,28.38032823,51.25498596,7.469867363,15.2629882,tomato
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice
20,73,22,16.03768615,22.33195853,5.976312538,130.3900798,kidneybeans
22,70,19,18.23775702,21.07643273,5.515615023,69.44951585,kidneybeans
94,89,48,28.55980972,84.51602322,5.653437902,111.0843029,banana
2,79,15,21.53577883,65.47227704,7.505283615,35.75107592,lentil
21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,mango
119,30,28,26.35770906,64.57578034,6.505203696,163.6269496,coffee
125,39,21,25.03149561,82.21276599,7.954629324,95.0191318,cotton
100,32,26,25.234661,57.53161469,6.043485685,124.2261737,coffee
23,23,30,32.82141065,47.45553843,4.755273631,90.89173106,mango
31,13,33,29.69952329,95.21224392,6.342463714,148.3003692,coconut
38,19,31,34.73823882,49.08864345,5.855119268,90.65022183,mango
28,37,28,32.13409675,50.52559148,6.097869767,98.63333684,mango
39,25,36,18.90223032,94.99897537,5.567805185,107.6103211,pomegranate
16,145,199,26.91624843,80.76838926,5.953966361,69.30927185,grapes
36,19,32,27.10710832,50.70880979,4.94295037,92.37238878,mango
17,0.88,760,61.2600919,98.32076416,6.409083671,154.1620304,lettuce
31,48,45,40.78881819,92.90951393,6.563134737,132.7923586,papaya
28,136,200,23.06204373,92.39544055,6.245858905,114.7399101,apple
108,92,53,27.40053601,82.96221306,6.276800323,104.9378,banana
96,86,51,29.90888522,76.98740841,6.257369799,91.99964712,banana
123,50,16,23.04920461,75.53835214,6.498052108,70.65644296,cotton
43,64,47,38.58954491,91.58076549,6.825664782,102.2708231,papaya
92,40,30,23.35723208,55.18792166,6.026287448,171.6976946,coffee
37,71,16,26.28663931,68.51966729,7.324863481,46.13833007,lentil
95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,maize
15,6,41,19.0087067,88.83768149,6.897368477,108.6793978,pomegranate
91,75,55,27.48612983,76.11239849,6.212369363,109.2768851,banana
182,40,158,24.38442083,85.52540182,6.625946767,453.5705175,onions
1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,mango
5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,pigeonpeas
110,4,295,16.41210511,89.25726057,6.79353498,679.977664,Carrots
10,37,22,28.7275267,89.12760359,7.069747814,58.52974279,greengram
23,75,17,24.87425505,64.00213929,7.198076286,48.28137482,lentil
99,6,45,26.12588914,86.5507939,6.000975617,40.71210074,watermelon
17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,greengram
162,86,143,58.26756586,71.73661888,6.686388436,18.23228958,coffee
150,40,143,24.09986092,78.25275043,6.074772734,480.500635,onions
34,15,34,27.05826457,91.10510371,5.677282678,224.7006953,coconut
101,75,50,26.59386409,81.40740301,6.242528278,109.9825551,banana
12,67,23,25.62896213,63.14909763,6.585020303,45.49683991,lentil
83,23,55,26.89750174,83.89241484,6.463271076,43.97193745,watermelon
151,50,189,26.00134076,54.30680057,6.667178866,13.5490788,tomato
10,0.66,687,74.75396422,98.23367807,6.153521607,166.5902075,lettuce
117,51,15,22.9535715,78.71555832,6.044556594,99.75336197,cotton
2,30,30,26.00175125,94.79998418,6.331051715,209.540094,coconut
94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,maize
6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,grapes
221,72,88,19.11487604,89.85977593,6.669495162,351.6498938,Cabbage
39,9,15,25.35467646,91.81183218,7.992041984,116.7555937,orange
27,76,83,19.12829388,14.92241479,6.289614016,89.61857826,chickpea
201,67,78,18.25166688,74.42274363,6.138043618,348.5774796,Cabbage
7,63,24,19.55750776,64.45268309,6.818681086,53.04669416,lentil
10,0.7,656,53.35889262,99.70340063,6.15800705,158.8614129,lettuce
108,22,46,26.17668721,86.7295205,6.121168559,53.33484977,watermelon
102,53,21,23.03814028,76.11021529,6.913678684,91.49697481,cotton
67,68,49,35.26824831,92.38282957,6.821774589,149.8488208,papaya
107,45,25,23.0865933,83.55546146,7.227745516,71.84080724,cotton
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice
95,75,50,28.08166093,75.26429821,5.623615687,118.2761894,banana
114,40,17,24.32630461,80.13456404,6.363406102,69.45072055,cotton
22,67,78,17.16606398,14.42457525,6.204090835,72.32667516,chickpea
110,4,241,17.77102081,88.89423911,5.718332172,631.1597831,Carrots
4,59,19,26.25070298,67.62779652,7.621494566,40.8106299,lentil
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,greengram
13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,orange
89,45,36,21.32504158,80.47476396,6.442475375,185.4974732,rice
58,46,45,42.39413392,90.79028064,6.576261427,88.46607497,papaya
35,128,205,21.07273439,93.56585985,6.041053829,107.8737015,apple
38,36,21,28.02952623,84.8845732,6.556372966,36.12042927,greengram
23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,kidneybeans
35,71,17,29.89286629,66.35375127,6.931924963,198.1403003,pigeonpeas
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,greengram
146,77,172,17.00347316,60.15829691,6.275273897,15.40682373,tomato
187,40,140,26.76288905,88.07283793,6.134770176,562.0022923,onions
9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,mango
34,59,18,23.38002569,21.98879437,5.744117663,87.66898664,kidneybeans
87,28,30,25.60153969,68.66257977,6.536676653,168.8383605,coffee
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,greengram
159,46,157,27.96955546,84.94944823,6.652221349,406.7740234,onions
224,85,152,24.49850363,63.81345022,7.243214412,24.20843421,tomato
227,40,72,17.79586998,66.57833737,6.346575356,346.9699719,Cabbage
103,33,25,27.10210397,55.7497332,6.911066044,139.5013171,coffee
166,54,166,23.74618039,78.16152818,6.042118596,495.5123934,onions
40,78,20,19.18572809,20.83398341,5.669236258,80.15293435,kidneybeans
33,31,34,31.32995611,50.22287593,5.421265283,89.78216168,mango
201,59,81,18.50696656,63.38526318,6.342813375,367.3356549,Cabbage
29,35,28,28.3471611,53.53903102,6.967417766,90.40260445,mango
34,9,36,22.8122645,86.34233767,6.276038961,110.4432293,pomegranate
23,138,200,9.851242629,80.22631717,5.96537863,68.42802444,grapes
38,6,25,25.54963273,96.92786777,6.156259104,191.2996157,coconut
33,77,15,23.89736406,66.32102048,7.802212437,40.74536757,lentil
200,50,147,26.68866367,76.25936836,6.325114607,576.4252269,onions
67,59,41,21.94766735,80.97384195,6.012632591,213.3560921,rice
22,60,24,18.78226261,20.24768314,5.630664753,104.2570723,kidneybeans
81,45,35,26.52872817,80.12267476,6.158376967,218.9163567,rice
14,67,25,25.28710601,60.85993533,7.241151936,49.37369982,lentil
90,9,266,14.66230303,86.74417204,6.561514071,835.2255717,Carrots
18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,mango
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,coconut
35,125,204,19.6491772,80.15215777,6.107741788,73.69529586,grapes
93,94,53,25.86632408,84.42379269,6.079178788,114.5357503,banana
